id,year,clearance,carclass,height,length,doorscount,width,fuelconsumption,bodytype,power,cost,availabilitycount,photo,mark,model,dB_at_idle,dB_at_50kmh,dB_at_80kmh,dB_at_100kmh,dB_at_120kmh,dB_at_140kmh,X,Y
1669,2010,213,D,1605,4775,5,1820,-1,WAGON,167,1300000,2,http://avatars.mds.yandex.net/get-verba/216201/2a000001609d70268049677ed3c965029127/cattouchret,Subaru,Outback,,,,,,,-1.7476022,-4.041424
1670,2011,213,D,1605,4775,5,1820,-1,WAGON,167,1300000,4,http://avatars.mds.yandex.net/get-verba/216201/2a000001609d70268049677ed3c965029127/cattouchret,Subaru,Outback,,,,,,,-1.7476022,-4.041424
1671,2015,213,D,1675,4815,5,1840,-1,WAGON,175,2000000,1,http://avatars.mds.yandex.net/get-verba/787013/2a000001609d3094f0b33ee333f2f042a591/cattouchret,Subaru,Outback,,,,,,,-1.6329749,-5.7702723
1672,2017,213,J,1675,4820,5,1840,-1,WAGON,175,2200000,1,http://avatars.mds.yandex.net/get-verba/787013/2a000001622a03a7195c2cb19be46b091c02/cattouchret,Subaru,Outback,,,,,,,-1.6759853,-5.7540183
1673,2018,213,J,1675,4820,5,1840,-1,WAGON,175,2600000,4,http://avatars.mds.yandex.net/get-verba/787013/2a000001622a03a7195c2cb19be46b091c02/cattouchret,Subaru,Outback,,,,,,,-1.6759593,-5.754041
1674,2019,213,J,1675,4870,5,1875,-1,WAGON,188,3000000,1,http://avatars.mds.yandex.net/get-verba/997355/2a0000016e3b1afd8c6b947737a207132f2f/cattouchret,Subaru,Outback,,,,,,,-2.5843213,-5.8237143
1675,2012,220,J,1615,4450,5,1780,-1,ALLROAD_5_DOORS,114,1000000,2,http://avatars.mds.yandex.net/get-verba/787013/2a000001609d47bf666db87e417f64f2e9d1/cattouchret,Subaru,XV,,,,,,,9.592818,-1.3319986
1676,2013,220,J,1615,4450,5,1780,-1,ALLROAD_5_DOORS,114,1200000,2,http://avatars.mds.yandex.net/get-verba/787013/2a000001609d47bf666db87e417f64f2e9d1/cattouchret,Subaru,XV,,,,,,,9.592863,-1.3321497
1677,2017,155,A,1475,3395,5,1475,-1,HATCHBACK_5_DOORS,49,600000,2,http://avatars.mds.yandex.net/get-verba/787013/2a0000016091d90e882276e79d3193323e7e/cattouchret,Suzuki,Alto,,,,,,,9.179426,18.693718
1678,2010,200,J,1695,4060,3,1810,-1,ALLROAD_3_DOORS,106,800000,4,http://avatars.mds.yandex.net/get-verba/1030388/2a000001609cf8833bb1e0183897cff3c3d5/cattouchret,Suzuki,Grand Vitara,,,,,,,20.244434,6.0511804
1679,2010,200,J,1695,4500,5,1810,-1,ALLROAD_5_DOORS,140,900000,11,http://avatars.mds.yandex.net/get-verba/787013/2a000001609cf2dfa2215ab35ebd5f94c13d/cattouchret,Suzuki,Grand Vitara,,,,,,,11.691535,-8.983405
1680,2011,200,J,1695,4500,5,1810,-1,ALLROAD_5_DOORS,140,1000000,5,http://avatars.mds.yandex.net/get-verba/787013/2a000001609cf2dfa2215ab35ebd5f94c13d/cattouchret,Suzuki,Grand Vitara,,,,,,,11.691533,-8.983403
1681,2012,200,J,1695,4060,3,1810,-1,ALLROAD_3_DOORS,106,900000,1,http://avatars.mds.yandex.net/get-verba/787013/2a000001609d3885c772789d5f3d83d1d1e7/cattouchret,Suzuki,Grand Vitara,,,,,,,20.244446,6.0511904
1682,2012,200,J,1695,4500,5,1810,-1,ALLROAD_5_DOORS,140,1000000,4,http://avatars.mds.yandex.net/get-verba/216201/2a000001609d01b42d57cc0f0b1b929f496c/cattouchret,Suzuki,Grand Vitara,,,,,,,11.691538,-8.983401
1683,2013,200,J,1695,4500,5,1810,-1,ALLROAD_5_DOORS,140,1300000,7,http://avatars.mds.yandex.net/get-verba/216201/2a000001609d01b42d57cc0f0b1b929f496c/cattouchret,Suzuki,Grand Vitara,,,,,,,11.691396,-8.983434
1684,2014,200,J,1695,4500,5,1810,-1,ALLROAD_5_DOORS,140,1200000,2,http://avatars.mds.yandex.net/get-verba/216201/2a000001609d01b42d57cc0f0b1b929f496c/cattouchret,Suzuki,Grand Vitara,,,,,,,11.691397,-8.983435
1685,2015,200,J,1695,4500,5,1810,-1,ALLROAD_5_DOORS,140,1600000,1,http://avatars.mds.yandex.net/get-verba/216201/2a000001609d01b42d57cc0f0b1b929f496c/cattouchret,Suzuki,Grand Vitara,,,,,,,11.691398,-8.983437
1686,2017,180,A,1665,3395,5,1475,-1,HATCHBACK_5_DOORS,52,700000,1,http://avatars.mds.yandex.net/get-verba/787013/2a000001608ff988042d67acf0ffcbaa1417/cattouchret,Suzuki,Hustler,,,,,,,8.445155,18.63909
1687,2012,190,J,1705,3695,3,1600,-1,ALLROAD_3_DOORS,85,1200000,1,http://avatars.mds.yandex.net/get-verba/787013/2a000001609d4c31ec73c669e88b299ac9f4/cattouchret,Suzuki,Jimny,,,,,,,11.235653,16.861908
1688,2014,190,J,1705,3695,3,1600,-1,ALLROAD_3_DOORS,85,1000000,1,http://avatars.mds.yandex.net/get-verba/787013/2a000001609d4c31ec73c669e88b299ac9f4/cattouchret,Suzuki,Jimny,,,,,,,11.235656,16.861977
1689,2017,190,J,1705,3695,3,1600,-1,ALLROAD_3_DOORS,85,1100000,1,http://avatars.mds.yandex.net/get-verba/787013/2a000001609d4c31ec73c669e88b299ac9f4/cattouchret,Suzuki,Jimny,,,,,,,11.235644,16.861923
1690,2019,210,J,1725,3645,3,1645,-1,ALLROAD_3_DOORS,102,6500000,1,http://avatars.mds.yandex.net/get-verba/937147/2a00000165622aac615d8dcd17ec7bd970cd/cattouchret,Suzuki,Jimny,,,,,,,11.183974,16.868217
1691,2020,210,J,1725,3645,3,1645,-1,ALLROAD_3_DOORS,102,2400000,2,http://avatars.mds.yandex.net/get-verba/937147/2a00000165622aac615d8dcd17ec7bd970cd/cattouchret,Suzuki,Jimny,,,,,,,11.183992,16.86827
1692,2011,150,M,1735,3395,5,1475,-1,MINIVAN,54,500000,1,http://avatars.mds.yandex.net/get-verba/937147/2a000001609d0241a6f454917cf2576414a4/cattouchret,Suzuki,Palette,,,,,,,8.289009,18.624481
1693,2014,145,M,1765,3710,5,1620,-1,MINIVAN,91,700000,1,http://avatars.mds.yandex.net/get-verba/787013/2a000001609669603af9f59fbd3da16075f7/cattouchret,Suzuki,Solio,,,,,,,11.305569,16.749199
1694,2017,155,M,1735,3395,5,1475,-1,MINIVAN,54,650000,1,http://avatars.mds.yandex.net/get-verba/787013/2a000001609cf1875a3a7fdf689b7a40e811/cattouchret,Suzuki,Spacia,,,,,,,8.28911,18.624245
1695,2010,145,A,1590,3715,5,1680,-1,HATCHBACK_5_DOORS,68,650000,3,http://avatars.mds.yandex.net/get-verba/787013/2a000001609ce97a19611f79fb6bfcdf9258/cattouchret,Suzuki,Splash,,,,,,,11.266632,17.134607
1696,2011,145,A,1590,3715,5,1680,-1,HATCHBACK_5_DOORS,68,600000,1,http://avatars.mds.yandex.net/get-verba/787013/2a000001609ce97a19611f79fb6bfcdf9258/cattouchret,Suzuki,Splash,,,,,,,11.266621,17.134647
1697,2014,145,A,1590,3775,5,1680,-1,HATCHBACK_5_DOORS,94,700000,2,http://avatars.mds.yandex.net/get-verba/216201/2a000001609d0b82e228168f5055952e0b1f/cattouchret,Suzuki,Splash,,,,,,,11.649338,16.710863
1698,2011,140,B,1510,3850,5,1695,-1,HATCHBACK_5_DOORS,94,500000,4,http://avatars.mds.yandex.net/get-verba/787013/2a000001609d67cb511bc0c9b8c891fd0b73/cattouchret,Suzuki,Swift,,,,,,,14.180439,12.788908
1699,2013,140,B,1510,3850,5,1695,-1,HATCHBACK_5_DOORS,94,750000,1,http://avatars.mds.yandex.net/get-verba/787013/2a000001609d483a9e76b283b9fa04c07a7d/cattouchret,Suzuki,Swift,,,,,,,14.180447,12.788962
1700,2010,190,J,1605,4150,5,1755,-1,HATCHBACK_5_DOORS,112,650000,4,http://avatars.mds.yandex.net/get-verba/216201/2a000001609d45df368b87273211a5d64fbc/cattouchret,Suzuki,SX4,,,,,,,18.487103,3.27828
1701,2010,165,B,1545,4490,4,1730,-1,SEDAN,112,600000,1,http://avatars.mds.yandex.net/get-verba/787013/2a000001609d557b5d510455840fa1c641a6/cattouchret,Suzuki,SX4,,,,,,,5.778163,1.6340071
1702,2011,190,J,1605,4150,5,1755,-1,HATCHBACK_5_DOORS,112,700000,3,http://avatars.mds.yandex.net/get-verba/216201/2a000001609d45df368b87273211a5d64fbc/cattouchret,Suzuki,SX4,,,,,,,18.487087,3.2782981
1703,2012,190,J,1605,4150,5,1755,-1,HATCHBACK_5_DOORS,112,800000,3,http://avatars.mds.yandex.net/get-verba/216201/2a000001609d45df368b87273211a5d64fbc/cattouchret,Suzuki,SX4,,,,,,,18.487072,3.2783136
1704,2013,175,J,1590,4300,5,1765,-1,HATCHBACK_5_DOORS,117,800000,2,http://avatars.mds.yandex.net/get-verba/787013/2a000001609d4a39ba7a23319c8718d37887/cattouchret,Suzuki,SX4,,,,,,,15.79609,-0.6753595
1705,2014,175,J,1590,4300,5,1765,-1,HATCHBACK_5_DOORS,117,900000,3,http://avatars.mds.yandex.net/get-verba/787013/2a000001609d4a39ba7a23319c8718d37887/cattouchret,Suzuki,SX4,,,,,,,15.796094,-0.6753575
1706,2018,180,J,1585,4300,5,1785,-1,HATCHBACK_5_DOORS,117,1500000,2,http://avatars.mds.yandex.net/get-verba/787013/2a0000016091da4bfe5f0f2ddf45c7154e2e/cattouchret,Suzuki,SX4,,,,,,,15.6559515,-0.6374641
1707,2019,180,J,1585,4300,5,1785,-1,HATCHBACK_5_DOORS,117,1500000,2,http://avatars.mds.yandex.net/get-verba/787013/2a0000016091da4bfe5f0f2ddf45c7154e2e/cattouchret,Suzuki,SX4,,,,,,,15.655949,-0.6374687
1708,2015,185,J,1610,4175,5,1775,-1,ALLROAD_5_DOORS,140,1300000,3,http://avatars.mds.yandex.net/get-verba/216201/2a000001609a349518963fdfec4bb28259f2/cattouchret,Suzuki,Vitara,,,,,,,18.474218,2.7298942
1709,2016,185,J,1610,4175,5,1775,-1,ALLROAD_5_DOORS,140,1400000,3,http://avatars.mds.yandex.net/get-verba/216201/2a000001609a349518963fdfec4bb28259f2/cattouchret,Suzuki,Vitara,,,,,,,18.474216,2.7298992
1710,2017,185,J,1610,4175,5,1775,-1,ALLROAD_5_DOORS,140,1300000,2,http://avatars.mds.yandex.net/get-verba/216201/2a000001609a349518963fdfec4bb28259f2/cattouchret,Suzuki,Vitara,,,,,,,18.474215,2.729905
1711,2019,185,J,1610,4175,5,1775,-1,ALLROAD_5_DOORS,117,1700000,5,http://avatars.mds.yandex.net/get-verba/1030388/2a00000168cc41a0249101ae4ae696a07a9a/cattouchret,Suzuki,Vitara,,,,,,,18.540823,2.7131512
1712,2020,185,J,1610,4175,5,1775,-1,ALLROAD_5_DOORS,117,2000000,2,http://avatars.mds.yandex.net/get-verba/1030388/2a00000168cc41a0249101ae4ae696a07a9a/cattouchret,Suzuki,Vitara,,,,,,,18.540798,2.7131498
1713,2019,140,D,1443,4694,4,1849,-1,SEDAN,258,4500000,4,http://avatars.mds.yandex.net/get-verba/216201/2a000001609884b21b016c156d0c13a557d7/cattouchret,Tesla,Model 3,,,,,,,-4.0111213,8.051972
1714,2015,152,F,1435,4976,5,1963,-1,LIFTBACK,302,4500000,1,http://avatars.mds.yandex.net/get-verba/787013/2a000001609d631706b5e5c6e9e2c695822a/cattouchret,Tesla,Model S,,,,,,,-15.506712,0.68298197
1715,2016,144,F,1435,4970,5,1964,-1,LIFTBACK,306,4000000,1,http://avatars.mds.yandex.net/get-verba/1030388/2a0000016096a63c9241bcad9778e764150b/cattouchret,Tesla,Model S,,,,,,,-15.459761,0.6676311
1716,2020,144,F,1435,4970,5,1964,-1,LIFTBACK,306,6500000,1,http://avatars.mds.yandex.net/get-verba/1030388/2a0000016096a63c9241bcad9778e764150b/cattouchret,Tesla,Model S,,,,,,,-15.459654,0.6676534
1717,2016,180,J,1626,5004,5,2083,-1,ALLROAD_5_DOORS,333,6000000,3,http://avatars.mds.yandex.net/get-verba/787013/2a0000016092ca574fdb55028f59b99d0a1c/cattouchret,Tesla,Model X,,,,,,,-9.052404,-6.298988
1718,2011,229,J,1781,4823,5,1925,-1,ALLROAD_5_DOORS,157,2400000,1,http://avatars.mds.yandex.net/get-verba/216201/2a000001609bda270c927f9ae41502a02548/cattouchret,Toyota,4Runner,,,,,,,-3.2023284,-10.517869
1719,2012,168,M,1905,4875,5,1830,-1,MINIVAN,275,2100000,2,http://avatars.mds.yandex.net/get-verba/216201/2a000001609d33c3a7d72af5042d6ac976d7/cattouchret,Toyota,Alphard,,,,,,,-2.1252933,-16.158913
1720,2013,168,M,1905,4875,5,1830,-1,MINIVAN,275,2300000,2,http://avatars.mds.yandex.net/get-verba/216201/2a000001609d33c3a7d72af5042d6ac976d7/cattouchret,Toyota,Alphard,,,,,,,-2.1252975,-16.158783
1721,2016,160,M,1895,4915,5,1850,-1,MINIVAN,275,4500000,2,http://avatars.mds.yandex.net/get-verba/1030388/2a00000160975ac335499d8da9e647633a0e/cattouchret,Toyota,Alphard,,,,,,,-2.1709032,-16.18999
1722,2013,140,B,1445,3995,5,1695,-1,HATCHBACK_5_DOORS,74,800000,1,http://avatars.mds.yandex.net/get-verba/787013/2a0000016092503829387192399549c70424/cattouchret,Toyota,Aqua,,,,,,,15.516384,11.01837
1723,2016,140,B,1430,4055,5,1695,-1,HATCHBACK_5_DOORS,74,1000000,1,http://avatars.mds.yandex.net/get-verba/1030388/2a000001609250fdcda1ec54b18326d10d18/cattouchret,Toyota,Aqua,,,,,,,14.577613,9.098045
1724,2011,140,C,1515,4245,5,1760,-1,HATCHBACK_5_DOORS,101,900000,1,http://avatars.mds.yandex.net/get-verba/216201/2a000001609cec3190a28a73989824518dfa/cattouchret,Toyota,Auris,,,,,,,8.598422,9.385482
1725,2013,140,C,1460,4275,5,1760,-1,HATCHBACK_5_DOORS,99,800000,1,http://avatars.mds.yandex.net/get-verba/1030388/2a000001609d04198a4e26baae5e758cf2df/cattouchret,Toyota,Auris,,,,,,,6.763004,11.21731
1726,2014,140,C,1460,4275,5,1760,-1,HATCHBACK_5_DOORS,99,1100000,2,http://avatars.mds.yandex.net/get-verba/1030388/2a000001609d04198a4e26baae5e758cf2df/cattouchret,Toyota,Auris,,,,,,,6.762857,11.217292
1727,2010,140,D,1480,4695,4,1810,-1,SEDAN,132,850000,1,http://avatars.mds.yandex.net/get-verba/787013/2a000001609d59ba15f59e13f44913357c98/cattouchret,Toyota,Avensis,,,,,,,-5.913552,6.012473
1728,2012,140,D,1480,4695,4,1810,-1,SEDAN,147,1200000,1,http://avatars.mds.yandex.net/get-verba/787013/2a000001609d14c6f6251c6bab2fc517620d/cattouchret,Toyota,Avensis,,,,,,,-5.8920703,6.095132
1729,2017,140,D,1480,4820,5,1810,-1,WAGON,112,1600000,1,http://avatars.mds.yandex.net/get-verba/216201/2a000001608db8ee1d40690f05b9b9a8c92a/cattouchret,Toyota,Avensis,,,,,,,-11.737793,11.798273
1730,2010,150,M,1635,3795,5,1690,-1,MINIVAN,92,700000,1,http://avatars.mds.yandex.net/get-verba/216201/2a000001609d05d36a03a0326b0ff0dc4b4c/cattouchret,Toyota,bB,,,,,,,11.641896,16.64274
1731,2017,160,C,1565,4360,5,1795,-1,ALLROAD_5_DOORS,115,1800000,1,http://avatars.mds.yandex.net/get-verba/937147/2a0000016093cf7d19db7ec379b40c53a2fc/cattouchret,Toyota,C-HR,,,,,,,11.926082,0.73248476
1732,2018,160,C,1565,4360,5,1795,-1,ALLROAD_5_DOORS,115,2000000,2,http://avatars.mds.yandex.net/get-verba/937147/2a0000016093cf7d19db7ec379b40c53a2fc/cattouchret,Toyota,C-HR,,,,,,,11.9260845,0.73248005
1733,2010,160,E,1480,4815,4,1820,-1,SEDAN,167,900000,6,http://avatars.mds.yandex.net/get-verba/1030388/2a000001609c16bf60f2bb7b96b3743e8cbb/cattouchret,Toyota,Camry,,,,,,,-11.254768,10.771458
1734,2011,155,E,1471,4806,4,1821,-1,SEDAN,173,1200000,5,http://avatars.mds.yandex.net/get-verba/216201/2a000001609795bcb6072588e355ca174324/cattouchret,Toyota,Camry,,,,,,,-10.931847,10.907152
1735,2012,155,E,1471,4806,4,1821,-1,SEDAN,173,1200000,7,http://avatars.mds.yandex.net/get-verba/216201/2a000001609795bcb6072588e355ca174324/cattouchret,Toyota,Camry,,,,,,,-10.931846,10.907146
1736,2013,155,E,1471,4806,4,1821,-1,SEDAN,173,1300000,14,http://avatars.mds.yandex.net/get-verba/216201/2a000001609795bcb6072588e355ca174324/cattouchret,Toyota,Camry,,,,,,,-10.931872,10.9071
1737,2014,160,E,1470,4850,4,1820,-1,SEDAN,154,1600000,8,http://avatars.mds.yandex.net/get-verba/1030388/2a000001609448ca1a894f80e01e3eb61885/cattouchret,Toyota,Camry,,,,,,,-13.091902,10.593591
1738,2015,160,E,1470,4850,4,1820,-1,SEDAN,154,1700000,4,http://avatars.mds.yandex.net/get-verba/1030388/2a000001609448ca1a894f80e01e3eb61885/cattouchret,Toyota,Camry,,,,,,,-13.091889,10.593639
1739,2016,160,E,1470,4850,4,1820,-1,SEDAN,154,1900000,16,http://avatars.mds.yandex.net/get-verba/1030388/2a000001609448ca1a894f80e01e3eb61885/cattouchret,Toyota,Camry,,,,,,,-13.091915,10.593573
1740,2017,160,E,1480,4850,4,1825,-1,SEDAN,150,1800000,19,http://avatars.mds.yandex.net/get-verba/787013/2a0000016096a751f7467732136e127fad3e/cattouchret,Toyota,Camry,,,,,,,-13.131813,10.466432
1741,2018,160,E,1480,4850,4,1825,-1,SEDAN,150,2500000,28,http://avatars.mds.yandex.net/get-verba/787013/2a0000016096a751f7467732136e127fad3e/cattouchret,Toyota,Camry,,,,,,,-13.132245,10.466094
1742,2019,155,D,1445,4879,4,1839,-1,SEDAN,150,2500000,26,http://avatars.mds.yandex.net/get-verba/787013/2a00000162e2615f12e4e78543461053674a/cattouchret,Toyota,Camry,,,,,,,-16.176653,9.144494
1743,2020,155,D,1455,4885,4,1840,-1,SEDAN,150,2700000,15,http://avatars.mds.yandex.net/get-verba/1030388/2a000001786ab6d740f53ca6259ae80885c7/cattouchret,Toyota,Camry,,,,,,,-16.232708,8.8992605
1744,2010,150,C,1470,4545,4,1760,-1,SEDAN,101,750000,5,http://avatars.mds.yandex.net/get-verba/787013/2a000001609d717fcd037b415d00b0ee388c/cattouchret,Toyota,Corolla,,,,,,,-0.01103275,1.143188
1745,2011,150,C,1470,4545,4,1760,-1,SEDAN,101,900000,9,http://avatars.mds.yandex.net/get-verba/787013/2a000001609d717fcd037b415d00b0ee388c/cattouchret,Toyota,Corolla,,,,,,,-0.012535302,1.1432024
1746,2012,150,C,1460,4360,4,1695,-1,SEDAN,95,850000,4,http://avatars.mds.yandex.net/get-verba/1030388/2a00000160935789c77f10d006f95ce8e2c0/cattouchret,Toyota,Corolla,,,,,,,1.4520454,9.088686
1747,2013,150,C,1460,4360,4,1695,-1,SEDAN,95,1200000,8,http://avatars.mds.yandex.net/get-verba/1030388/2a00000160935789c77f10d006f95ce8e2c0/cattouchret,Toyota,Corolla,,,,,,,1.4522262,9.089023
1748,2014,150,C,1460,4360,4,1695,-1,SEDAN,95,1100000,3,http://avatars.mds.yandex.net/get-verba/1030388/2a00000160935789c77f10d006f95ce8e2c0/cattouchret,Toyota,Corolla,,,,,,,1.4522296,9.089023
1749,2015,150,C,1475,4400,4,1695,-1,SEDAN,95,1200000,2,http://avatars.mds.yandex.net/get-verba/937147/2a00000160928c73e46edde491fc7295b52f/cattouchret,Toyota,Corolla,,,,,,,1.5000956,8.100825
1750,2016,150,C,1475,4400,4,1695,-1,SEDAN,95,1500000,2,http://avatars.mds.yandex.net/get-verba/937147/2a00000160928c73e46edde491fc7295b52f/cattouchret,Toyota,Corolla,,,,,,,1.5000966,8.100842
1751,2017,150,C,1475,4400,5,1695,-1,WAGON,95,1100000,2,http://avatars.mds.yandex.net/get-verba/787013/2a00000160971de63671db3acb68d2c05833/cattouchret,Toyota,Corolla,,,,,,,1.5004835,8.100545
1752,2017,150,C,1475,4400,4,1695,-1,SEDAN,95,1400000,2,http://avatars.mds.yandex.net/get-verba/937147/2a00000160928c73e46edde491fc7295b52f/cattouchret,Toyota,Corolla,,,,,,,1.5000968,8.100844
1753,2018,150,C,1435,4630,4,1780,-1,SEDAN,122,1600000,1,http://avatars.mds.yandex.net/get-verba/937147/2a00000168d1916a3873906b8fa5855b7bd0/cattouchret,Toyota,Corolla,,,,,,,-3.2835026,4.471129
1754,2019,150,C,1435,4630,4,1780,-1,SEDAN,122,1700000,4,http://avatars.mds.yandex.net/get-verba/937147/2a00000168d1916a3873906b8fa5855b7bd0/cattouchret,Toyota,Corolla,,,,,,,-3.283727,4.4702754
1755,2010,135,C,1630,4215,5,1760,-1,WAGON,110,750000,1,http://avatars.mds.yandex.net/get-verba/787013/2a000001609d40e59ba07bd22baa1dd34ef7/cattouchret,Toyota,Corolla Rumion,,,,,,,18.787132,1.4989684
1756,2010,155,E,1470,4870,4,1795,-1,SEDAN,203,1500000,1,http://avatars.mds.yandex.net/get-verba/1030388/2a000001609d2a91164ee1f8cb1de4f2adb3/cattouchret,Toyota,Crown,,,,,,,-12.756795,7.4488244
1757,2013,145,E,1460,4895,4,1800,-1,SEDAN,235,1400000,1,http://avatars.mds.yandex.net/get-verba/216201/2a000001609d70e5a1590b3d8cc9a5f15559/cattouchret,Toyota,Crown,,,,,,,-12.859789,6.831602
1758,2016,145,E,1460,4895,4,1800,-1,SEDAN,235,2200000,1,http://avatars.mds.yandex.net/get-verba/216201/2a000001609d70e5a1590b3d8cc9a5f15559/cattouchret,Toyota,Crown,,,,,,,-12.8601,6.8306766
1759,2012,220,J,1811,4671,5,1895,-1,ALLROAD_5_DOORS,239,2000000,1,http://avatars.mds.yandex.net/get-verba/787013/2a000001609d6cec0724c1035a14b77e3aff/cattouchret,Toyota,FJ Cruiser,,,,,,,4.058863,-13.919103
1760,2017,225,J,1835,4795,5,1855,-1,ALLROAD_5_DOORS,166,2900000,6,http://avatars.mds.yandex.net/get-verba/216201/2a0000016ef04993ac60e91fb12c37f7acc3/cattouchret,Toyota,Fortuner,,,,,,,0.97115123,-16.4378
1761,2018,225,J,1835,4795,5,1855,-1,ALLROAD_5_DOORS,166,3500000,2,http://avatars.mds.yandex.net/get-verba/216201/2a0000016ef04993ac60e91fb12c37f7acc3/cattouchret,Toyota,Fortuner,,,,,,,0.97109073,-16.43781
1762,2019,225,J,1835,4795,5,1855,-1,ALLROAD_5_DOORS,166,4000000,1,http://avatars.mds.yandex.net/get-verba/216201/2a0000016ef04993ac60e91fb12c37f7acc3/cattouchret,Toyota,Fortuner,,,,,,,0.9711009,-16.43782
1763,2012,120,S,1285,4240,2,1775,-1,COUPE,200,1400000,2,http://avatars.mds.yandex.net/get-verba/787013/2a000001608e6ae9bb7c134ad24724ecee3d/cattouchret,Toyota,GT86,,,,,,,5.1786714,14.5348215
1764,2015,175,J,1690,4720,5,1835,-1,ALLROAD_5_DOORS,151,2700000,1,http://avatars.mds.yandex.net/get-verba/787013/2a000001609d3bf7aaeda11a36313ebb5f86/cattouchret,Toyota,Harrier,,,,,,,4.5540447,-7.5344133
1765,2011,206,J,1760,4785,5,1910,-1,ALLROAD_5_DOORS,273,1500000,7,http://avatars.mds.yandex.net/get-verba/787013/2a000001609d2b06d77912ca34d565e37ff7/cattouchret,Toyota,Highlander,,,,,,,-3.732295,-9.296265
1766,2012,206,J,1760,4785,5,1910,-1,ALLROAD_5_DOORS,273,1900000,2,http://avatars.mds.yandex.net/get-verba/787013/2a000001609d2b06d77912ca34d565e37ff7/cattouchret,Toyota,Highlander,,,,,,,-3.732478,-9.296275
1767,2013,197,J,1730,4865,5,1925,-1,ALLROAD_5_DOORS,188,1600000,1,http://avatars.mds.yandex.net/get-verba/787013/2a000001609aad490c57a44ce49df1c81805/cattouchret,Toyota,Highlander,,,,,,,-3.4636436,-7.166755
1768,2014,197,J,1730,4865,5,1925,-1,ALLROAD_5_DOORS,188,2600000,10,http://avatars.mds.yandex.net/get-verba/787013/2a000001609aad490c57a44ce49df1c81805/cattouchret,Toyota,Highlander,,,,,,,-3.4638352,-7.166911
1769,2016,200,J,1770,4890,5,1925,-1,ALLROAD_5_DOORS,249,2900000,2,http://avatars.mds.yandex.net/get-verba/216201/2a000001609795c93a520829aea4af2e72af/cattouchret,Toyota,Highlander,,,,,,,-5.3029447,-8.7556095
1770,2017,200,J,1770,4890,5,1925,-1,ALLROAD_5_DOORS,249,3500000,1,http://avatars.mds.yandex.net/get-verba/216201/2a000001609795c93a520829aea4af2e72af/cattouchret,Toyota,Highlander,,,,,,,-5.303177,-8.755594
1771,2018,200,J,1770,4890,5,1925,-1,ALLROAD_5_DOORS,249,4000000,2,http://avatars.mds.yandex.net/get-verba/216201/2a000001609795c93a520829aea4af2e72af/cattouchret,Toyota,Highlander,,,,,,,-5.303177,-8.755598
1772,2019,204,J,1755,4966,5,1930,-1,ALLROAD_5_DOORS,249,4000000,1,http://avatars.mds.yandex.net/get-verba/787013/2a000001742a12bad8dad4a95363c890bb28/cattouchret,Toyota,Highlander,,,,,,,-9.566177,-8.9504595
1773,2020,204,J,1755,4966,5,1930,-1,ALLROAD_5_DOORS,249,5500000,1,http://avatars.mds.yandex.net/get-verba/787013/2a000001742a12bad8dad4a95363c890bb28/cattouchret,Toyota,Highlander,,,,,,,-9.566048,-8.950104
1774,2011,203,J,1795,5260,2,1760,-1,PICKUP,144,1600000,1,http://avatars.mds.yandex.net/get-verba/1540742/2a0000017c359b098052a2fe9f73efd1be6b/cattouchret,Toyota,Hilux,,,,,,,-16.009933,-10.682954
1775,2012,203,J,1795,5260,2,1760,-1,PICKUP,144,1400000,2,http://avatars.mds.yandex.net/get-verba/1540742/2a0000017c359b098052a2fe9f73efd1be6b/cattouchret,Toyota,Hilux,,,,,,,-16.00994,-10.682946
1776,2014,203,J,1795,5260,2,1760,-1,PICKUP,144,1300000,1,http://avatars.mds.yandex.net/get-verba/1540742/2a0000017c359b098052a2fe9f73efd1be6b/cattouchret,Toyota,Hilux,,,,,,,-16.009933,-10.682953
1777,2015,286,J,1820,5335,2,1855,-1,PICKUP,164,2200000,2,http://avatars.mds.yandex.net/get-verba/787013/2a0000016e02442ae49022caa8b2b118f214/cattouchret,Toyota,Hilux,,,,,,,-16.315533,-11.543971
1778,2016,286,J,1820,5335,2,1855,-1,PICKUP,164,2800000,3,http://avatars.mds.yandex.net/get-verba/787013/2a0000016e02442ae49022caa8b2b118f214/cattouchret,Toyota,Hilux,,,,,,,-16.31551,-11.543985
1779,2017,286,J,1820,5335,2,1855,-1,PICKUP,164,2700000,4,http://avatars.mds.yandex.net/get-verba/787013/2a0000016e02442ae49022caa8b2b118f214/cattouchret,Toyota,Hilux,,,,,,,-16.31662,-11.543407
1780,2019,286,J,1820,5335,2,1855,-1,PICKUP,164,4000000,2,http://avatars.mds.yandex.net/get-verba/787013/2a0000016e02442ae49022caa8b2b118f214/cattouchret,Toyota,Hilux,,,,,,,-16.31662,-11.543425
1781,2020,227,J,1815,5325,4,1855,-1,PICKUP,166,5500000,1,http://avatars.mds.yandex.net/get-verba/1540742/2a00000173b41fb7886a4a91d10ebe132661/cattouchret,Toyota,Hilux,,,,,,,-16.229076,-11.533359
1782,2011,160,M,1640,4640,5,1710,-1,MINIVAN,144,900000,1,http://avatars.mds.yandex.net/get-verba/216201/2a0000016099e0783feaee3b0883e1b59281/cattouchret,Toyota,ISis,,,,,,,-4.749692,-0.71637166
