car_full_id,X,Y
722_2018_Ford_Mustang,10.874892,-2.6653657
723_2019_Ford_Mustang,10.874894,-2.6653678
724_2020_Ford_Mustang,10.874892,-2.665368
725_2013_Ford_Ranger,15.911731,12.944316
726_2010_Ford_S-MAX,1.9496635,3.6213796
727_2011_Ford_S-MAX,1.949652,3.6214063
728_2012_Ford_S-MAX,1.9496623,3.6213787
729_2013_Ford_S-MAX,1.9496585,3.6213927
730_2014_Ford_Tourneo Custom,1.2174546,19.094942
731_2015_Ford_Tourneo Custom,1.2175282,19.09489
732_2017_Ford_Tourneo Custom,14.992014,15.096623
733_2018_Ford_Tourneo Custom,14.991973,15.096645
734_2011_Honda_Accord,16.705515,-4.068399
735_2012_Honda_Accord,15.648903,-6.7916503
736_2013_Honda_Accord,15.648863,-6.791732
737_2014_Honda_Accord,16.316166,-8.018897
738_2016_Honda_Accord,16.327032,-7.9862432
739_2017_Honda_Accord,15.4050255,-6.606301
740_2018_Honda_Accord,15.405036,-6.606294
741_2010_Honda_Civic,-1.1121676,-6.9346976
742_2011_Honda_Civic,-0.6086599,-6.5665174
743_2012_Honda_Civic,-9.893329,-14.722245
744_2012_Honda_Civic,-0.60866416,-6.566516
745_2010_Honda_CR-V,-6.3197107,7.257327
746_2011_Honda_CR-V,-6.261231,7.138731
747_2012_Honda_CR-V,-6.261231,7.1387305
748_2013_Honda_CR-V,-6.261197,7.138807
749_2014_Honda_CR-V,-5.464052,7.2044225
750_2015_Honda_CR-V,-5.464052,7.2044225
751_2017_Honda_CR-V,-6.38538,7.7416577
752_2018_Honda_CR-V,-6.3854103,7.741665
753_2020_Honda_CR-V,-1.7694641,9.082065
754_2016_Honda_Freed,-14.122865,3.7213044
755_2010_Honda_Insight,-2.7263317,-14.253917
756_2017_Honda_N-BOX,-24.232172,-1.8535293
757_2016_Honda_N-WGN,-24.045345,-2.0503485
758_2012_Honda_Pilot,6.0975823,8.097875
759_2017_Honda_Pilot,8.734739,8.728089
760_2015_Honda_Shuttle,-4.700965,-12.043294
761_2016_Honda_Shuttle,-4.7009654,-12.043294
762_2014_Honda_Vezel,-12.123033,3.310281
763_2016_Hyundai_Creta,-12.520546,3.8432262
764_2017_Hyundai_Creta,-12.5205555,3.8432226
765_2018_Hyundai_Creta,-12.5205555,3.8432224
1187_2012_Mazda_3,0.61399615,-5.089467
766_2019_Hyundai_Creta,-12.52056,3.8432071
767_2020_Hyundai_Creta,-12.520551,3.8432114
768_2011_Hyundai_Elantra,-0.97399557,-6.259828
769_2012_Hyundai_Elantra,-0.97430575,-6.259544
770_2015_Hyundai_Elantra,0.54803616,-6.6045723
771_2016_Hyundai_Elantra,0.5481416,-6.604576
772_2017_Hyundai_Elantra,0.5480355,-6.6045723
773_2018_Hyundai_Elantra,3.0300698,-8.022322
774_2019_Hyundai_Elantra,3.0300727,-8.022319
775_2020_Hyundai_Elantra,3.610485,-8.98133
776_2010_Hyundai_Equus,18.003956,2.5570762
777_2012_Hyundai_Equus,18.00396,2.5570772
778_2013_Hyundai_Equus,17.981123,4.3907633
779_2014_Hyundai_Equus,17.981121,4.390774
780_2015_Hyundai_Equus,17.98112,4.3907733
781_2016_Hyundai_Genesis,16.122053,-2.096421
782_2013_Hyundai_Genesis Coupe,4.252232,-11.270413
783_2010_Hyundai_Getz,-19.236732,-4.3756275
784_2010_Hyundai_Getz,-19.237488,-4.3774195
785_2010_Hyundai_Grand Starex,13.502505,13.714785
786_2011_Hyundai_Grand Starex,13.502522,13.714773
787_2012_Hyundai_Grand Starex,13.502512,13.714785
788_2013_Hyundai_Grand Starex,13.502519,13.714777
789_2016_Hyundai_Grand Starex,13.589167,13.735165
790_2017_Hyundai_Grand Starex,13.5891695,13.735165
791_2018_Hyundai_Grand Starex,13.589151,13.735182
792_2019_Hyundai_Grand Starex,13.589173,13.735171
793_2010_Hyundai_i20,-17.729326,-4.879
794_2010_Hyundai_i30,-12.515568,-11.804445
795_2011_Hyundai_i30,-10.407113,-12.351361
796_2012_Hyundai_i30,-10.406957,-12.351583
797_2012_Hyundai_i30,-3.5002208,-4.9356966
798_2013_Hyundai_i30,-10.406958,-12.351583
799_2013_Hyundai_i30,-10.407188,-12.35182
800_2019_Hyundai_i30 N,-9.338521,-16.957571
801_2011_Hyundai_i40,8.3194,-13.309113
802_2012_Hyundai_i40,8.319267,-13.308824
803_2013_Hyundai_i40,9.038717,-12.985725
804_2013_Hyundai_i40,8.3194,-13.309113
805_2014_Hyundai_i40,8.3194065,-13.309116
806_2015_Hyundai_i40,9.167527,-13.190627
807_2015_Hyundai_i40,8.460464,-13.358744
808_2016_Hyundai_i40,9.167528,-13.190627
809_2016_Hyundai_i40,8.460461,-13.358743
810_2017_Hyundai_i40,8.460319,-13.358593
811_2016_Hyundai_IONIQ,-4.302301,-7.2198386
812_2010_Hyundai_ix35,-7.2639937,2.1857493
813_2011_Hyundai_ix35,-7.263991,2.1857498
814_2012_Hyundai_ix35,-7.263916,2.1862342
815_2013_Hyundai_ix35,-7.609404,2.179808
816_2014_Hyundai_ix35,-7.609404,2.1798065
817_2015_Hyundai_ix35,-7.609024,2.179325
818_2010_Hyundai_ix55,5.8596463,6.4989486
819_2011_Hyundai_ix55,5.8598766,6.4980392
820_2018_Hyundai_Kona,-16.583025,2.0364366
821_2010_Hyundai_Santa Fe,-2.391928,11.913949
822_2011_Hyundai_Santa Fe,-2.391928,11.913949
823_2012_Hyundai_Santa Fe,-0.4427162,10.599949
824_2013_Hyundai_Santa Fe,-0.44246727,10.599706
825_2014_Hyundai_Santa Fe,-0.44271493,10.599947
826_2015_Hyundai_Santa Fe,-0.47043827,10.675917
827_2016_Hyundai_Santa Fe,-0.4704379,10.675916
828_2017_Hyundai_Santa Fe,-0.47043896,10.675915
829_2018_Hyundai_Santa Fe,2.8393292,4.261237
830_2019_Hyundai_Santa Fe,2.8393235,4.261241
831_2020_Hyundai_Santa Fe,-1.1623117,3.4469569
832_2011_Hyundai_Solaris,-14.037194,-4.2029614
833_2011_Hyundai_Solaris,-3.5679533,-13.997176
834_2012_Hyundai_Solaris,-14.037214,-4.20288
835_2012_Hyundai_Solaris,-3.5679152,-13.997182
836_2013_Hyundai_Solaris,-14.037173,-4.202928
837_2013_Hyundai_Solaris,-3.567953,-13.997175
838_2014_Hyundai_Solaris,-13.995817,-4.2095237
839_2014_Hyundai_Solaris,-3.532145,-13.904228
840_2015_Hyundai_Solaris,-13.995892,-4.209392
841_2015_Hyundai_Solaris,-3.5321927,-13.904001
842_2016_Hyundai_Solaris,-13.995892,-4.2093935
843_2016_Hyundai_Solaris,-3.5320399,-13.904087
844_2017_Hyundai_Solaris,-3.2253518,-12.631159
845_2018_Hyundai_Solaris,-3.2254257,-12.631072
846_2019_Hyundai_Solaris,-3.225426,-12.631072
847_2020_Hyundai_Solaris,-3.2254248,-12.631071
848_2010_Hyundai_Sonata,12.596991,-11.185601
849_2011_Hyundai_Sonata,12.596998,-11.185598
850_2017_Hyundai_Sonata,15.259195,-9.880737
851_2018_Hyundai_Sonata,15.259644,-9.880251
852_2019_Hyundai_Sonata,16.395329,-7.6180844
853_2020_Hyundai_Sonata,16.39519,-7.618035
854_2014_Hyundai_Tucson,-7.435003,2.083758
855_2016_Hyundai_Tucson,-5.395473,2.3940437
856_2017_Hyundai_Tucson,-5.3953958,2.3940506
857_2018_Hyundai_Tucson,-5.362696,2.4046464
858_2019_Hyundai_Tucson,-5.362682,2.404684
859_2020_Hyundai_Tucson,-5.772996,3.942552
860_2011_Infiniti_EX,-0.5115803,1.515638
861_2012_Infiniti_EX,-0.5115813,1.5156381
862_2013_Infiniti_EX,-0.5115801,1.515638
863_2010_Infiniti_FX,6.745051,3.6640675
864_2011_Infiniti_FX,6.745163,3.6643283
865_2012_Infiniti_FX,6.745578,3.6640637
866_2013_Infiniti_FX,6.7455297,3.664217
867_2010_Infiniti_M,15.864818,-3.86948
868_2011_Infiniti_M,15.864828,-3.8694682
869_2012_Infiniti_M,15.86483,-3.8694715
870_2016_Infiniti_Q30,-8.109581,-5.8770227
871_2014_Infiniti_Q50,8.775801,-10.622889
872_2015_Infiniti_Q50,8.775834,-10.622837
873_2016_Infiniti_Q50,8.775837,-10.622833
874_2017_Infiniti_Q50,8.9151325,-10.44423
875_2014_Infiniti_Q70,17.420734,2.4654908
876_2016_Infiniti_Q70,17.420736,2.4654903
877_2016_Infiniti_QX30,-6.930392,-3.1947145
878_2013_Infiniti_QX50,-0.51156735,1.5156387
879_2014_Infiniti_QX50,-0.51156706,1.5156387
880_2015_Infiniti_QX50,5.329045,-0.5849142
881_2016_Infiniti_QX50,5.3290453,-0.5849184
882_2017_Infiniti_QX50,1.2246336,10.417475
883_2018_Infiniti_QX50,1.2245387,10.417765
884_2019_Infiniti_QX50,1.2245288,10.417802
885_2010_Infiniti_QX56,10.085919,15.734732
886_2011_Infiniti_QX56,10.0859165,15.734733
887_2012_Infiniti_QX56,10.085917,15.734728
888_2013_Infiniti_QX56,10.085917,15.734732
889_2014_Infiniti_QX60,10.103914,9.464909
890_2015_Infiniti_QX60,10.103925,9.465065
891_2016_Infiniti_QX60,11.17791,11.193418
892_2017_Infiniti_QX60,11.177908,11.193429
893_2018_Infiniti_QX60,11.17791,11.193535
894_2013_Infiniti_QX70,6.7455306,3.6642187
895_2014_Infiniti_QX70,6.745133,3.6642852
896_2015_Infiniti_QX70,6.745211,3.6641734
897_2016_Infiniti_QX70,6.7451615,3.6643238
898_2017_Infiniti_QX70,6.7450175,3.6643102
899_2013_Infiniti_QX80,10.085918,15.734733
900_2015_Infiniti_QX80,10.085917,15.734732
901_2016_Infiniti_QX80,10.085918,15.734727
902_2018_Infiniti_QX80,10.232791,15.849935
903_2019_Infiniti_QX80,10.232791,15.849935
904_2018_Jaguar_E-Pace,-5.4331965,1.1637678
905_2016_Jaguar_F-Pace,1.8849331,9.754229
906_2017_Jaguar_F-Pace,1.8849249,9.754252
907_2018_Jaguar_F-Pace,1.8849701,9.7542
908_2020_Jaguar_F-Pace,2.5940654,7.151536
909_2015_Jaguar_F-Type,-0.14876239,-17.20138
910_2019_Jaguar_I-Pace,-1.1746898,3.4647574
911_2015_Jaguar_XE,4.6368546,-11.467378
912_2018_Jaguar_XE,4.636853,-11.467376
913_2010_Jaguar_XF,15.328221,-1.0336764
914_2011_Jaguar_XF,16.20665,-2.4436357
915_2012_Jaguar_XF,16.206652,-2.443632
916_2013_Jaguar_XF,16.206652,-2.4436269
917_2014_Jaguar_XF,16.206654,-2.4436243
918_2015_Jaguar_XF,16.6298,-2.9392502
919_2016_Jaguar_XF,16.629803,-2.9392502
920_2018_Jaguar_XF,16.629805,-2.9392502
921_2010_Jaguar_XJ,18.39567,2.1004808
922_2012_Jaguar_XJ,18.395678,2.1004755
923_2013_Jaguar_XJ,18.394434,2.0998478
924_2016_Jaguar_XJ,18.208113,3.4795687
925_2019_Jaguar_XJ,18.208117,3.4795825
926_2012_Jeep_Cherokee,-8.519126,7.7308726
927_2018_Jeep_Compass,-6.6065392,1.191565
928_2010_Jeep_Grand Cherokee,11.076501,3.7013443
929_2011_Jeep_Grand Cherokee,11.076501,3.7013502
930_2012_Jeep_Grand Cherokee,11.076498,3.701366
931_2013_Jeep_Grand Cherokee,5.4340205,7.426815
932_2014_Jeep_Grand Cherokee,5.434019,7.426814
933_2016_Jeep_Grand Cherokee,5.4340196,7.426811
934_2017_Jeep_Grand Cherokee,5.43402,7.4268117
935_2018_Jeep_Grand Cherokee,5.43402,7.4268136
936_2019_Jeep_Grand Cherokee,5.434019,7.426813
937_2015_Jeep_Renegade,-13.326719,5.0831227
938_2017_Jeep_Renegade,-13.32672,5.0831223
939_2011_Jeep_Wrangler,-13.659507,7.047169
940_2012_Jeep_Wrangler,-13.659504,7.0471635
941_2013_Jeep_Wrangler,-2.0704923,15.999087
942_2016_Jeep_Wrangler,-13.659504,7.0471625
943_2018_Jeep_Wrangler,1.279426,16.632067
944_2019_Jeep_Wrangler,1.2794269,16.632067
945_2010_Kia_Carens,-6.3994684,5.9083486
946_2017_Kia_Carnival,11.953541,11.76381
947_2018_Kia_Carnival,11.953535,11.763809
948_2019_Kia_Carnival,11.953538,11.763808
949_2010_Kia_Ceed,-12.204802,-12.044535
950_2010_Kia_Ceed,-4.8673987,-3.6728215
951_2011_Kia_Ceed,-12.204649,-12.044547
952_2011_Kia_Ceed,-12.522264,-12.999764
953_2012_Kia_Ceed,-10.247015,-12.370511
954_2012_Kia_Ceed,-2.7823882,-5.373419
955_2013_Kia_Ceed,-10.246994,-12.370579
956_2013_Kia_Ceed,-2.7825122,-5.3726873
957_2014_Kia_Ceed,-10.247014,-12.370514
958_2014_Kia_Ceed,-9.843286,-14.497898
959_2014_Kia_Ceed,-2.7821503,-5.3727155
960_2015_Kia_Ceed,-10.247024,-12.37051
961_2015_Kia_Ceed,-9.848083,-14.530995
962_2015_Kia_Ceed,-2.7822282,-5.372897
963_2016_Kia_Ceed,-10.247026,-12.37051
964_2016_Kia_Ceed,-9.84809,-14.530992
965_2016_Kia_Ceed,-2.7825174,-5.3726826
966_2017_Kia_Ceed,-10.246985,-12.37058
967_2017_Kia_Ceed,-9.8480835,-14.530995
968_2017_Kia_Ceed,-2.7825963,-5.3722835
969_2018_Kia_Ceed,-10.1849165,-14.692898
970_2018_Kia_Ceed,2.0663059,-6.4949565
971_2019_Kia_Ceed,-10.184764,-14.693363
972_2020_Kia_Ceed,-10.184765,-14.693363
973_2020_Kia_Ceed,2.066199,-6.495328
974_2014_Kia_Ceed GT,-9.40288,-16.764395
975_2010_Kia_Cerato,-4.1970916,-7.867874
976_2010_Kia_Cerato,-1.1660762,-5.9671607
977_2011_Kia_Cerato,-1.1660758,-5.967166
978_2012_Kia_Cerato,-4.1971564,-7.867531
979_2012_Kia_Cerato,-1.166076,-5.9671636
980_2013_Kia_Cerato,-0.01797987,-6.467762
981_2014_Kia_Cerato,-0.017937299,-6.467847
982_2015_Kia_Cerato,-0.018049426,-6.4677515
983_2016_Kia_Cerato,-0.017959781,-6.4677963
984_2017_Kia_Cerato,-0.017939081,-6.4678054
985_2018_Kia_Cerato,3.4620442,-8.232352
986_2019_Kia_Cerato,3.4619367,-8.232983
987_2020_Kia_Cerato,3.4619408,-8.232986
988_2020_Kia_K5,16.455967,-7.473001
989_2019_Kia_K900,18.26364,1.8223368
990_2010_Kia_Magentis,11.46976,-11.690897
991_2015_Kia_Morning,-22.385471,-2.9653635
992_2011_Kia_Optima,13.537977,-10.837536
993_2012_Kia_Optima,13.537967,-10.8375435
994_2013_Kia_Optima,13.537981,-10.837535
995_2014_Kia_Optima,13.537982,-10.837535
996_2015_Kia_Optima,13.147818,-5.8623724
997_2016_Kia_Optima,13.147814,-5.8623834
998_2017_Kia_Optima,13.147811,-5.8623824
999_2018_Kia_Optima,13.145512,-5.868182
1000_2019_Kia_Optima,13.145513,-5.8681493
1001_2020_Kia_Optima,13.145516,-5.868152
1002_2010_Kia_Picanto,-22.670738,-2.8881295
1003_2011_Kia_Picanto,-22.392094,-2.9679365
1004_2012_Kia_Picanto,-22.392076,-2.967937
1005_2013_Kia_Picanto,-22.392227,-2.973025
1006_2013_Kia_Picanto,-22.390041,-2.9759908
1007_2014_Kia_Picanto,-22.392084,-2.9679368
1008_2014_Kia_Picanto,-22.39003,-2.9759915
1009_2016_Kia_Picanto,-22.39501,-2.9736545
1010_2017_Kia_Picanto,-22.364256,-2.9479136
1011_2018_Kia_Picanto,-22.364193,-2.94587
1012_2019_Kia_Picanto,-22.36425,-2.9479156
1013_2020_Kia_Picanto,-22.364256,-2.9479163
1014_2013_Kia_Quoris,17.806583,1.912345
1015_2014_Kia_Quoris,17.41132,2.216196
1016_2010_Kia_Rio,-16.237072,-4.7050076
1017_2010_Kia_Rio,-8.652219,-11.061803
1018_2011_Kia_Rio,-13.995729,-4.2096214
1019_2011_Kia_Rio,-3.5679152,-13.997182
1020_2012_Kia_Rio,-13.995874,-4.2095213
1021_2012_Kia_Rio,-3.5679407,-13.997177
1022_2013_Kia_Rio,-13.995879,-4.2094607
1023_2013_Kia_Rio,-3.5679138,-13.997166
1024_2014_Kia_Rio,-13.995892,-4.209394
1025_2014_Kia_Rio,-3.5679135,-13.997165
1026_2015_Kia_Rio,-13.948714,-4.2045765
1027_2015_Kia_Rio,-3.567949,-13.997175
1028_2016_Kia_Rio,-13.948714,-4.2045765
1029_2016_Kia_Rio,-3.5679533,-13.997174
1030_2017_Kia_Rio,-12.135186,-10.391039
1031_2017_Kia_Rio,-3.2447598,-12.49195
1032_2018_Kia_Rio,-12.135199,-10.391073
1033_2018_Kia_Rio,-3.2448533,-12.491881
1034_2019_Kia_Rio,-12.1352,-10.391076
1036_2020_Kia_Rio,-10.974488,-9.93235
1037_2020_Kia_Rio,-3.1634636,-12.196447
1038_2019_Kia_Seltos,-10.020261,0.49141642
1039_2020_Kia_Seltos,-10.020261,0.49141634
1040_2010_Kia_Sorento,-1.0097827,11.111281
1041_2011_Kia_Sorento,-1.0097829,11.111281
1042_2012_Kia_Sorento,-0.99253196,11.110689
1043_2013_Kia_Sorento,-0.9925324,11.110688
1044_2014_Kia_Sorento,2.9490018,4.2473416
1045_2015_Kia_Sorento,2.9490025,4.247341
1046_2016_Kia_Sorento,2.9490778,4.247213
1047_2017_Kia_Sorento,3.1518245,4.1550107
1048_2018_Kia_Sorento,3.1518238,4.155007
1049_2019_Kia_Sorento,3.151733,4.1550107
1050_2020_Kia_Sorento,3.3308296,4.174306
1051_2010_Kia_Soul,-17.72075,2.3603983
1052_2011_Kia_Soul,-17.399916,2.5273595
1053_2012_Kia_Soul,-17.39971,2.5273132
1054_2013_Kia_Soul,-17.161528,2.6879778
1055_2014_Kia_Soul,-17.161352,2.687931
1056_2015_Kia_Soul,-17.161348,2.6879525
1057_2016_Kia_Soul,-17.17944,2.7902813
1058_2017_Kia_Soul,-17.179441,2.7902782
1059_2018_Kia_Soul,-17.179441,2.790281
1060_2019_Kia_Soul,-16.162334,3.5122418
1061_2020_Kia_Soul,-16.162336,3.5122433
1062_2011_Kia_Spectra,-1.8779044,-8.486432
1063_2010_Kia_Sportage,-6.243632,1.2237265
1064_2011_Kia_Sportage,-6.2436323,1.2237235
1065_2012_Kia_Sportage,-6.243631,1.2237262
1066_2013_Kia_Sportage,-6.243598,1.2238986
1067_2014_Kia_Sportage,-5.692325,1.677093
1068_2015_Kia_Sportage,-5.6923256,1.6770924
1069_2016_Kia_Sportage,-5.354301,2.323059
1070_2017_Kia_Sportage,-5.3543005,2.3230617
1071_2018_Kia_Sportage,-5.4067187,2.4525087
1072_2019_Kia_Sportage,-5.4067187,2.4525084
1073_2020_Kia_Sportage,-5.4066167,2.4526024
1074_2018_Kia_Stinger,9.9277725,-9.669129
1075_2019_Kia_Stinger,9.927742,-9.66915
1076_2020_Kia_Stinger,9.926171,-9.674025
1077_2011_Kia_Venga,-18.638672,1.9644375
1078_2012_Kia_Venga,-18.638666,1.9644353
1079_2014_Kia_Venga,-18.565393,1.9821149
1080_2020_Kia_XCeed,-8.882566,-6.7914405
1081_2020_Land Rover_Defender,5.3696666,15.079482
1082_2010_Land Rover_Discovery,-0.16220124,17.0937
1083_2011_Land Rover_Discovery,-0.16219912,17.0937
1084_2012_Land Rover_Discovery,-0.16220124,17.0937
1085_2013_Land Rover_Discovery,-0.048647728,17.04173
1086_2014_Land Rover_Discovery,-0.048645437,17.041735
1087_2017_Land Rover_Discovery,7.211019,11.915687
1088_2018_Land Rover_Discovery,7.2113853,11.916192
1089_2019_Land Rover_Discovery,7.2113824,11.916213
1090_2016_Land Rover_Discovery Sport,-6.644032,12.134903
1091_2017_Land Rover_Discovery Sport,-6.644032,12.134903
1092_2018_Land Rover_Discovery Sport,-6.644032,12.134904
1093_2019_Land Rover_Discovery Sport,-6.6574416,12.118961
1094_2020_Land Rover_Discovery Sport,-6.657423,12.118977
1095_2010_Land Rover_Freelander,-7.056509,11.761915
1096_2011_Land Rover_Freelander,-7.056508,11.761916
1097_2012_Land Rover_Freelander,-6.976089,11.856211
1098_2013_Land Rover_Freelander,-6.976104,11.856197
1099_2014_Land Rover_Freelander,-6.976089,11.85621
1100_2010_Land Rover_Range Rover,7.313766,12.233618
1101_2011_Land Rover_Range Rover,7.313766,12.233617
1102_2012_Land Rover_Range Rover,6.013976,12.31236
1103_2013_Land Rover_Range Rover,6.0139956,12.312345
1104_2014_Land Rover_Range Rover,6.013974,12.312359
1105_2015_Land Rover_Range Rover,6.0139647,12.312365
1106_2016_Land Rover_Range Rover,6.013976,12.312362
1107_2017_Land Rover_Range Rover,10.173687,14.782206
1108_2018_Land Rover_Range Rover,10.174182,14.782162
1109_2019_Land Rover_Range Rover,10.174154,14.782161
1110_2020_Land Rover_Range Rover,10.173951,14.782163
1111_2010_Land Rover_Range Rover Sport,5.3487267,8.073813
1112_2011_Land Rover_Range Rover Sport,5.3487053,8.073824
1113_2012_Land Rover_Range Rover Sport,5.348727,8.073814
1114_2013_Land Rover_Range Rover Sport,5.9751496,7.4832897
1115_2014_Land Rover_Range Rover Sport,5.9751716,7.483261
1116_2015_Land Rover_Range Rover Sport,5.975266,7.483134
1117_2016_Land Rover_Range Rover Sport,5.9751496,7.4832907
1118_2017_Land Rover_Range Rover Sport,6.650497,10.218581
1119_2018_Land Rover_Range Rover Sport,6.6504784,10.218594
1120_2019_Land Rover_Range Rover Sport,6.650481,10.218594
1121_2020_Land Rover_Range Rover Sport,6.650285,10.218721
1122_2017_Land Rover_Range Rover Velar,2.838623,6.838187
1123_2018_Land Rover_Range Rover Velar,2.8387377,6.838168
1124_2019_Land Rover_Range Rover Velar,2.8383515,6.8379164
1125_2020_Land Rover_Range Rover Velar,2.83835,6.83792
1126_2011_Lexus_CT,-9.609381,-13.888226
1127_2012_Lexus_CT,-9.609381,-13.8882265
1128_2010_Lexus_ES,12.830739,-6.147391
1129_2012_Lexus_ES,16.964613,-8.056475
1130_2013_Lexus_ES,16.96462,-8.056473
1131_2014_Lexus_ES,16.964617,-8.056474
1132_2015_Lexus_ES,17.07984,-7.94522
1133_2016_Lexus_ES,17.07984,-7.945206
1134_2018_Lexus_ES,17.685514,-3.543382
1135_2019_Lexus_ES,17.685514,-3.543394
1136_2020_Lexus_ES,17.685516,-3.5433936
1137_2012_Lexus_GS,13.753452,-6.9619412
1138_2015_Lexus_GS,13.260715,-6.0046997
1139_2010_Lexus_GX,1.7058048,15.612477
1140_2011_Lexus_GX,1.7058033,15.612474
1141_2010_Lexus_IS,1.7991227,-9.191016
1142_2013_Lexus_IS,7.4982443,-7.551863
1143_2014_Lexus_IS,7.4982424,-7.551858
1144_2015_Lexus_IS,7.4982452,-7.551865
1145_2018_Lexus_IS,7.54078,-7.5529838
1146_2012_Lexus_LS,17.078447,2.3790312
1147_2015_Lexus_LS,17.078445,2.3790364
1148_2018_Lexus_LS,17.671955,3.5742762
1149_2010_Lexus_LX,7.6207695,12.993406
1150_2011_Lexus_LX,7.6200566,12.993379
1151_2012_Lexus_LX,7.610464,13.12019
1152_2013_Lexus_LX,7.610449,13.120197
1153_2015_Lexus_LX,6.6269283,15.06228
1154_2016_Lexus_LX,6.62687,15.062304
1155_2017_Lexus_LX,6.6268697,15.062303
1156_2018_Lexus_LX,6.6268654,15.0623
1157_2019_Lexus_LX,6.626706,15.062232
1158_2020_Lexus_LX,6.6267104,15.062228
1159_2014_Lexus_NX,-1.9890078,5.9671717
1160_2015_Lexus_NX,-1.9890075,5.967171
1161_2016_Lexus_NX,-1.9890057,5.9670625
1162_2017_Lexus_NX,-1.9428883,5.9964724
1163_2018_Lexus_NX,-1.942891,5.9964743
1164_2019_Lexus_NX,-1.9428936,5.9964714
1165_2010_Lexus_RX,2.8309672,4.454761
1166_2011_Lexus_RX,2.8310254,4.454837
1167_2012_Lexus_RX,2.8202736,4.4466653
1168_2013_Lexus_RX,2.8202746,4.446659
1169_2014_Lexus_RX,2.8202734,4.4466667
1170_2015_Lexus_RX,11.282253,8.144895
1171_2016_Lexus_RX,11.282251,8.144891
1172_2017_Lexus_RX,11.282252,8.144889
1173_2018_Lexus_RX,11.282237,8.144853
1174_2019_Lexus_RX,11.268668,8.178621
1175_2020_Lexus_RX,11.268666,8.178624
1176_2014_Maserati_Ghibli,15.345131,-0.2574638
1177_2018_Maserati_Ghibli,15.251357,-0.14447856
1178_2017_Maserati_Levante,10.530013,6.1216717
1179_2018_Maserati_Levante,10.530013,6.121673
1180_2010_Maserati_Quattroporte,16.918798,2.524747
1181_2013_Maserati_Quattroporte,17.805565,3.6851008
1182_2010_Mazda_2,-18.004213,-4.875855
1183_2010_Mazda_3,-3.8806837,-6.40757
1184_2011_Mazda_3,-3.8806841,-6.4075685
1185_2011_Mazda_3,0.6142388,-5.089034
1186_2012_Mazda_3,-3.8806827,-6.407571
1188_2013_Mazda_3,-4.283907,-7.162963
1189_2013_Mazda_3,0.9944125,-6.606956
1190_2014_Mazda_3,-4.283806,-7.1629767
1191_2014_Mazda_3,1.0022215,-6.6100044
1192_2015_Mazda_3,-4.2836494,-7.162944
1193_2015_Mazda_3,1.0022002,-6.610217
1194_2016_Mazda_3,0.85036945,-6.5764074
1195_2019_Mazda_3,-4.3202868,-7.381043
1196_2010_Mazda_6,8.425415,-14.12169
1197_2011_Mazda_6,8.42464,-14.123254
1198_2011_Mazda_6,8.425416,-14.121684
1199_2012_Mazda_6,8.424639,-14.123255
1200_2012_Mazda_6,16.182407,-9.013092
1201_2013_Mazda_6,16.182587,-9.013271
1202_2014_Mazda_6,16.182465,-9.012906
1203_2015_Mazda_6,16.18265,-9.013096
1204_2016_Mazda_6,16.18254,-9.012766
1205_2017_Mazda_6,16.182404,-9.013104
1206_2018_Mazda_6,16.182543,-9.01276
1207_2019_Mazda_6,16.18254,-9.012764
1208_2020_Mazda_6,16.182419,-9.013107
1209_2010_Mazda_BT-50,15.43031,11.174325
1210_2020_Mazda_CX-30,-8.326373,-5.3828845
1211_2011_Mazda_CX-5,-6.882942,7.504189
1212_2012_Mazda_CX-5,-6.882967,7.5041795
1213_2013_Mazda_CX-5,-6.8829417,7.5041885
1214_2014_Mazda_CX-5,-6.882976,7.5041766
1215_2015_Mazda_CX-5,-6.8828993,7.5047503
1216_2016_Mazda_CX-5,-6.8772583,7.469521
1217_2017_Mazda_CX-5,-6.9697785,7.3225427
1218_2018_Mazda_CX-5,-6.9700527,7.3232255
1219_2019_Mazda_CX-5,-6.9700685,7.323249
1220_2020_Mazda_CX-5,-6.9700184,7.3227687
1221_2010_Mazda_CX-7,0.8455342,10.227153
1222_2011_Mazda_CX-7,0.8455058,10.227031
1223_2012_Mazda_CX-9,11.320715,11.056111
1224_2013_Mazda_CX-9,11.32071,11.056109
1225_2016_Mazda_CX-9,11.105942,10.97179
1226_2017_Mazda_CX-9,11.105931,10.971789
1227_2018_Mazda_CX-9,11.105942,10.97179
1228_2016_Mazda_Demio,-15.3513,-3.9610977
1229_2013_Mazda_Flair,-24.015625,-2.076677
1230_2015_Mazda_Flair,-24.015486,-2.0772765
1231_2017_Mazda_Flair,-24.036743,-2.057599
1232_2017_Mazda_Flair Crossover,-24.065687,-2.0236852
1233_2016_Mazda_Scrum,-24.35136,-1.7171985
1234_2012_MINI_Clubman,-18.207275,-6.178676
1235_2013_MINI_Clubman,-18.207268,-6.1786795
1236_2016_MINI_Clubman,-9.570546,-17.121304
1237_2017_MINI_Clubman,-9.570545,-17.121302
1238_2019_MINI_Clubman,-9.570875,-17.273207
1239_2020_MINI_Clubman,-9.570873,-17.273207
1240_2011_MINI_Countryman,-17.426088,1.4897522
1241_2012_MINI_Countryman,-17.426085,1.4897554
1242_2013_MINI_Countryman,-17.426085,1.4897553
1243_2015_MINI_Countryman,-17.426085,1.489754
